nombre,direccion,codigo_postal,municipio,provincia,comunidad_autonoma,pais,pagina_web,acceso_catalogo,tipologia,titularidad,gestion,anio_fundacion,fecha_alta_directorio,integrada_en,url_ficha
Biblioteca Fort Pienc - Ana María Moix,"Plz. del Fort Pienc, 4-5",08013,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibfortpienc,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,2003,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3247&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Francesc Candel,"c/ Amnistia Internacional, 10",08038,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibfrancesccandel,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3359&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Francesca Bonnemaison,"c/ Sant Pere més Baix, 7",08003,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibfbonnemaison,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,2005,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3242&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Gabriel García Márquez,"c/ del Treball, 219-225",08020,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/es/bibgarciamarquez,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,1968,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3249&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Guinardó - Mercè Rodoreda,"c/ Camèlies, 76 - 80",08024,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibmercerodoreda,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,1999,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3220&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Ignasi Iglésias - Can Fabra,"c/ Segre, 24",08030,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibcanfabra,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,2002,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3243&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Joan Miró,"c/ Vilamarí, 61, Parc Joan Miró",08015,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibjoanmiro,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,1990,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3358&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Les Corts - Miquel Llongueras,"Travesía de les Corts, 58",08028,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibmllongueras,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3227&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Les Roquetes - Rafa Juncadella,"Vía Favència, 288-B, Nou Barris",08042,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/biblesroquetes,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3246&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Montbau - Albert Pérez Baró,"c/ Arquitectura, 8",08035,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibmontbau,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3252&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Montserrat Abelló,"c/ Comtes de Bell-lloc, 192-200",08014,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibmontserratabello,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3245&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Poble Sec - Francesc Boix,"c/ Blai, 34",08004,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibfrancescboix,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,2001,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3237&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Ramon d'Alòs-Moner,"Rambla de Prim, 87 - 89",08019,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibramondalos,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,1994,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3248&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Sant Pau-Santa Creu,"c/ del Carme, 47",08001,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibsantpau,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3253&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Sofia Barat,"c/ Girona, 64-68, (interior d'illa)",08009,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibsofiabarat,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,2000,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3250&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Vapor Vell,"Pasaje Vapor Vell, 1",08028,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibvaporvell,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,2000,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3244&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Vila de Gràcia - Rosa M. Arquimbau,"c/ Torrent de l'Olla, 104",08012,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibviladegracia,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3232&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Vilapicina i la Torre Llobeta - Carmen Laforet,"Plz. Carmen Laforet, 11",08016,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibvilapicina,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3251&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=7
Biblioteca Auxiliar del Archivo de la Corona de Aragón,"c/ Almogàvers, 77, 1 E",08018,Barcelona,Barcelona,Cataluña,España,https://www.culturaydeporte.gob.es/archivos-aca/servicios/biblioteca.html,http://www.mcu.es/ccbae/es/consulta/busqueda.cmd,Bibliotecas especializadas - De Archivos,Administración General del Estado - Ministerio de Cultura,Administración General del Estado - Ministerio de Cultura,1835,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=7148&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=8
Biblioteca Bon Pastor - Josefina Castellví,"c/ Estadella, 64",08030,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibbonpastor,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,2004,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=6103&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=8
Biblioteca de Cataluña,"c/ Hospital, 56",08001,Barcelona,Barcelona,Cataluña,España,https://www.bnc.cat/,http://cataleg.bnc.cat/,Bibliotecas Nacionales y Centrales de CCAA - Centrales de Comunidades Autónomas,Administración Autonómica - Consejerías y Departamentos,Administración Autonómica - Consejerías y Departamentos,,03/12/2008,Biblioteca de Cataluña,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=8283&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=8
Biblioteca de Geociencias Barcelona (GEO3BCN-CSIC),"c/ Lluís Solé y Sabarís, s/n",08028,Barcelona,Barcelona,Cataluña,España,https://geo3bcn.csic.es/index.php/services-and-facilities/library,https://geo3bcn.csic.es/index.php/services-and-facilities/library#catalogues,Bibliotecas especializadas - De centros de investigación - De centros de investigación en ciencia y tecnología,"Administración General del Estado - Ministerio de Ciencia, Innovación y Universidades","Administración General del Estado - Ministerio de Ciencia, Innovación y Universidades",,01/01/2007,Unidad de Recursos de Información Científica para la Investigación del Consejo Superior de Investigaciones Científicas (CSIC) - URICI,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=7337&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=8
Biblioteca de la Escuela Judicial de Barcelona,"Ctra. de Vallvidriera, 43",08071,Barcelona,Barcelona,Cataluña,España,,http://www.poderjudicial.es/abnetportal/abnetcl.exe?SUBC=0102,Bibliotecas especializadas - De la Administración - De otros organismos públicos,Poder Judicial - Consejo General del Poder Judicial,Poder Judicial - Consejo General del Poder Judicial,,06/10/2008,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=8180&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=8
Biblioteca de la Fiscalía de Cataluña,"c/ Gran Vía de les Corts Catalanes, 111, Ciudad de la Justicia. Edificio F, 10ª Planta",08075,Barcelona,Barcelona,Cataluña,España,,http://www.poderjudicial.es/abnetportal/abnetcl.exe?SUBC=1225,Bibliotecas especializadas - De la Administración - De otros organismos públicos,"Poder Judicial - Tribunales, Audiencias y Juzgados",Administración Autonómica - Consejerías y Departamentos,,07/10/2008,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=8204&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=8
Biblioteca de la Institución Milá i Fontanals de Investigación en Humanidades (IMF-CSIC),"c/ Egipciaques, 15",08001,Barcelona,Barcelona,Cataluña,España,https://www.imf.csic.es/biblioteca-imf/,https://csic-primo.hosted.exlibrisgroup.com/primo-explore/search?search_scope=ALL_RESOURCES_scope&vid=34CSIC_VU1,Bibliotecas especializadas - De centros de investigación - De centros de investigación en ciencia y tecnología,"Administración General del Estado - Ministerio de Ciencia, Innovación y Universidades","Administración General del Estado - Ministerio de Ciencia, Innovación y Universidades",,01/01/2007,Unidad de Recursos de Información Científica para la Investigación del Consejo Superior de Investigaciones Científicas (CSIC) - URICI,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=7310&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=8
Biblioteca de la Universidad de Barcelona - CRAI Biblioteca de Biología,"Avda. Diagonal, 643",08028,Barcelona,Barcelona,Cataluña,España,https://crai.ub.edu/es/conoce-el-crai/bibliotecas/crai-biblioteca-de-biologia,https://cercabib.ub.edu/discovery/search?vid=34CSUC_UB:VU1&lang=es,Bibliotecas de instituciones de enseñanza superior - Universitaria,Universitaria - Pública,Universitaria - Pública,1982,01/01/2007,CRAI Biblioteca de la Universidad de Barcelona,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=8448&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=8
Biblioteca de la Universidad de Barcelona - CRAI Biblioteca de Derecho,"Avda. Diagonal, 684",08034,Barcelona,Barcelona,Cataluña,España,https://crai.ub.edu/es/conoce-el-crai/bibliotecas/crai-biblioteca-de-derecho,https://cercabib.ub.edu/discovery/search?vid=34CSUC_UB:VU1&lang=es,Bibliotecas de instituciones de enseñanza superior - Universitaria,Universitaria - Pública,Universitaria - Pública,,01/01/2007,CRAI Biblioteca de la Universidad de Barcelona,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=8452&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=8
